result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
V33-OD-0053,flatus_EA_usual,INCLUDE,time_first_flatus,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0198,flatus_EA_usual,INCLUDE,time_first_flatus,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0017,flatus_EA_usual,INCLUDE,time_first_flatus,From end of surgery to first flatus,EA,usual_care,Per-protocol,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0018,flatus_EA_usual,INCLUDE,time_first_flatus,From end of surgery to first flatus,EA,usual_care,Per-protocol,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0019,flatus_EA_usual,INCLUDE,time_first_flatus,From end of surgery to first flatus,EA,usual_care,Per-protocol,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0222,bowelsounds_TEAS_sham,INCLUDE,time_first_bowel_sounds,Postoperative,TEAS,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1
AUDIT-0173,bowelsounds_TEAS_sham,INCLUDE,time_first_bowel_sounds,Postoperative,TEAS,sham,Intention-to-treat; all randomized patients,Source construct/window/contrast reviewed; direct data admitted. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1
V33-OD-0135,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0224,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0240,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0254,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Available-case/completer analysis,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0255,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Available-case/completer analysis,Source construct/window/contrast reviewed; direct data admitted.,1
AUDIT-0256,defecation_TEAS_sham,INCLUDE,time_first_defecation,Postoperative,TEAS,sham,Available-case/completer analysis,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0115,defecation_EA_sham,INCLUDE,time_first_defecation,Postoperative,EA,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0054,defecation_EA_usual,INCLUDE,time_first_defecation,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0116,defecation_EA_usual,INCLUDE,time_first_defecation,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0199,defecation_EA_usual,INCLUDE,time_first_defecation,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0380,defecation_EA_usual,INCLUDE,time_first_defecation,Postoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0254,opioid48_EA_usual_PCA,INCLUDE,PCA_fentanyl_0_48h,Through reported 48-h PCIA period,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,100
V35-YANG24-72,opioid72_EA_usual_PCA,SENSITIVITY,PCA_morphine_0_72h,0-72 h / POD1-3,EA,usual_care,Outcome-specific analyzed population,Yang unquantified IM rescue not included in device total.,1
V33-OD-0250,opioid72_EA_sham_PCA,INCLUDE,PCA_morphine_0_72h,First 3 postoperative days total,EA,sham,Outcome-specific analyzed population,Published three-day PCA mean/SD; separate from strict systemic24h outcome.,1
V35-CHEN20-48,opioid48_TEAS_sham_uncertain_suf0.25,SENSITIVITY,PCA_or_author_equivalent_0_48h,0-48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,0.25
V35-HE26-48,opioid48_TEAS_sham_uncertain_suf0.25,SENSITIVITY,PCA_or_author_equivalent_0_48h,0–48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,1
V35-CHEN20-48,opioid48_TEAS_sham_uncertain_suf0.5,SENSITIVITY,PCA_or_author_equivalent_0_48h,0-48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,0.5
V35-HE26-48,opioid48_TEAS_sham_uncertain_suf0.5,SENSITIVITY,PCA_or_author_equivalent_0_48h,0–48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,1
V35-CHEN20-48,opioid48_TEAS_sham_uncertain_suf1,SENSITIVITY,PCA_or_author_equivalent_0_48h,0-48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,1.0
V35-HE26-48,opioid48_TEAS_sham_uncertain_suf1,SENSITIVITY,PCA_or_author_equivalent_0_48h,0–48 h,TEAS,sham,Outcome-specific analyzed population,Chen unresolved basal contradiction and He unknown equivalence basis; no principal claim.,1
V33-OD-0072,intraop_remifentanil_TEAS_sham,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1
V33-OD-0128,intraop_remifentanil_TEAS_sham,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1000
V33-OD-0129,intraop_remifentanil_TEAS_sham,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1000
V33-OD-0232,intraop_remifentanil_TEAS_sham,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1000
V33-OD-0061,intraop_remifentanil_TEAS_sham,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,sham,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 no-stimulation controls moved to usual-care body. v38: Zheng continuous data held for unresolved source inconsistency; no inferred SD corrections. Wu2025 pre-intervention dose excluded where relevant.,1
V33-OD-0379,intraop_remifentanil_TEAS_usual,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,usual_care,Outcome-specific analyzed population,v36: Pan2023 and Liang2021 controls received no TEAS/no stimulation without a described sham procedure.,1
AUDIT-0364,intraop_remifentanil_TEAS_usual,INCLUDE,intraop_remifentanil,Intraoperative,TEAS,usual_care,"Available-case analysis; 75 randomized, 70 analyzed",v36: Pan2023 and Liang2021 controls received no TEAS/no stimulation without a described sham procedure.,1
V33-OD-0376,intraop_remifentanil_EA_usual,INCLUDE,intraop_remifentanil,Intraoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1000
V33-OD-0377,intraop_remifentanil_EA_usual,INCLUDE,intraop_remifentanil,Intraoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1000
V33-OD-0378,intraop_remifentanil_EA_usual,INCLUDE,intraop_remifentanil,Intraoperative,EA,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1000
V33-OD-0112,intraop_remifentanil_EA_sham,INCLUDE,intraop_remifentanil,Intraoperative,EA,sham,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0299,tramadol24_TEAS_usual_PCA,SENSITIVITY,PCA_tramadol_0_24h,0-24 h,TEAS,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0300,tramadol24_TEAS_active_PCA,SENSITIVITY,PCA_tramadol_0_24h,0-24 h,TEAS,active_electrical,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0303,pethidine24_TEAS_usual_rescue,INCLUDE,rescue_pethidine_0_24h,0-24 h,TEAS,usual_care,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0304,pethidine24_TEAS_active_rescue,INCLUDE,rescue_pethidine_0_24h,0-24 h,TEAS,active_electrical,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0331,ponv24_TEAS_active,INCLUDE,composite_PONV_0_24h,0-24 h,TEAS,active_electrical,Outcome-specific analyzed population,Song matched non-acupoint electrical stimulation; conservative active-control category. Broad-sham sensitivity available.,1
V33-OD-0328,pain24_TEAS_active_unspecified,SENSITIVITY,pain_setting_unspecified_24h,24 h after surgery,TEAS,active_electrical,Outcome-specific analyzed population,Source construct/window/contrast reviewed; direct data admitted.,1
V33-OD-0027,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,POD1,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0033,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,Within 24 h postoperatively,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0130,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0131,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0168,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,Through POD1 / approximately 24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0195,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,Within 24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0215,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0-24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0257,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0-24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0261,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0-24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0276,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0-24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0331,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0-24 h,TEAS,sham,Outcome-specific analyzed population,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
AUDIT-0359,ponv24_TEAS_broad_sham_sensitivity,SENSITIVITY,composite_PONV_0_24h_broad_sham,0–24 h,TEAS,sham,Intention-to-treat; all randomized participants analyzed,Includes Song non-acupoint active-current sham as permitted by broader registered sham definition; diagnostic against conservative main taxonomy.,1
V33-OD-0028,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
V33-OD-0082,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
V33-OD-0134,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
V33-OD-0223,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
V33-OD-0239,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
V33-OD-0062,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Outcome-specific analyzed population,Same construct and membership as hours MD; no selection by I² or P.,1
AUDIT-0251,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Available-case/completer analysis,Same construct and membership as hours MD; no selection by I² or P.,1
AUDIT-0252,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Available-case/completer analysis,Same construct and membership as hours MD; no selection by I² or P.,1
AUDIT-0253,flatus_TEAS_sham_SMD_sensitivity,SENSITIVITY,time_first_flatus,Postoperative,TEAS,sham,Available-case/completer analysis,Same construct and membership as hours MD; no selection by I² or P.,1
