assessment_id,study,outcome,window,comparison,population,d1,d2,d3,d4,d5,overall,provenance,source,human_signoff_date,result_id,d1_rationale,d2_rationale,d3_rationale,d4_rationale,d5_rationale,overall_rationale,reviewer,review_date,effect_of_interest,source_pdf,source_sha256,source_text,result_location
CORRECTED-V34-069,Szmit 2021,Total IV PCA morphine dose,0–24 h postoperative,Postoperative TEAS vs no-current sham TEAS,24 / 24,Low,Low,Low,Low,Some concerns,Some concerns,"De novo source-grounded RoB 2. Independent blinded statistician generated block randomization; allocation table was managed by an independent researcher; participants were blinded with an identical sham device/no current; all randomized patients were analyzed. PCA morphine is an objective drug-delivery endpoint, but study personnel could not be blinded and the supplied article does not provide the full prespecified statistical-analysis plan, leaving some concern for selective reporting.",v34 master: Corrected_RoB2 row70,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
CORRECTED-V34-070,Zhang 2018,Time to first defecation,Postoperative recovery,Postoperative TEA at ST36/PC6 vs active electrical stimulation at non-acupoints,21 / 21,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,"De novo source-grounded RoB 2. Randomization is stated but sequence generation and allocation concealment are not reported. Both groups received electrical stimulation and participants familiar with acupoints were excluded, which supports masking, but participant masking is not explicitly documented. No attrition is reported. Time to defecation is a clinically concrete event, but ascertainment/blinding for GI milestones is not described. No trial registration or full prespecified analysis plan is reported.",v34 master: Corrected_RoB2 row71,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-A-001,Chen 2020,Cumulative postoperative PCIA sufentanil consumption,0-48 h,CHEN20_TEAS_vs_SHAM_SUF48,40/40,Low,Low,Low,Low,Some concerns,Some concerns,Clean 48-h cumulative result; preserve μg; registration retrospective.,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-A-002,Zhang 2023,Postoperative IV morphine-equivalent consumption,Within 48 h,ZHANG23_TEAS_vs_SHAM_MME48,922/916,Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Exact data capture source not reported; substantial post-randomization exclusions.,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-A-003,An 2014,Total postoperative fentanyl PCIA dose,Through reported 48-h PCIA period,AN14_EA_vs_CTRL_FENT48,41/40,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Author clarification needed for reservoir/plausibility issue.,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-003,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-A-004,Xie 2014,Total postoperative/perioperative sufentanil,Through postoperative 48 h; published total may include 30-min pre-end-of-surgery sufentanil exposure,XIE14_EAS_vs_SHAM_TOTALSUF,20/20,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Sufentanil began 30 min before surgery ended; infusion rate 2.25 vs 2.5 μg/h conflict.,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-004,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-A-004,Xie 2014,Total postoperative/perioperative sufentanil,Through postoperative 48 h; published total may include 30-min pre-end-of-surgery sufentanil exposure,XIE14_EAS_vs_CONTROL_TOTALSUF,20/20,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,Sufentanil began 30 min before surgery ended; infusion rate 2.25 vs 2.5 μg/h conflict.,06_FINAL_ANALYSIS_V26/01_DATA/target_A_48h.csv#A-004,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-B-001,Yang 2024,Cumulative morphine use via IV PCA,0-72 h / POD1-3,YANG24_EA_vs_UC_MORPH72,90/90,Low,Low,Low,Low,Some concerns,Some concerns,PCA-device records; full ITT.,06_FINAL_ANALYSIS_V26/01_DATA/target_B_72h.csv#B-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-B-002,Wong 2006,IV PCA morphine consumption,First 3 postoperative days total,WONG06_EA_vs_SHAM_MORPHTOTAL,13/12,Low,Some concerns,Some concerns,Low,Some concerns,Some concerns,Exact surgery-to-72.0-h clock cutoff not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_B_72h.csv#B-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-C-001,Xing 2022,Rest pain VAS,24 h,XING22_NTG_vs_NG_RESTVAS24,29/29,Low,Some concerns,Low,High,Low,High,Subjective resting pain; sensory masking concern drives High RoB.,06_FINAL_ANALYSIS_V26/01_DATA/target_C_pain24h.csv#C-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-C-002,Liu 2021,VAS at rest,24 h,LIU21_TEAS_vs_CTRL_VASREST24,50/50,Some concerns,Low,Low,High,Some concerns,High,Subjective resting pain; participant masking concern drives High RoB.,06_FINAL_ANALYSIS_V26/01_DATA/target_C_pain24h.csv#C-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-SONG20-POSTLOCK-C,Song 2020,Rest pain VAS,24 h,SONG20_TEAS_vs_SHAM_PAIN24,42/43,Low,Low,Low,Low,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_C_pain24h.csv#SONG20-POSTLOCK-C,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-GAO22-POSTLOCK-C,Gao 2022,Rest pain VAS,24 h,GAO22_TEAS_vs_SHAM_PAIN24,827/828,Some concerns,Low,Low,Low,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_C_pain24h.csv#GAO22-POSTLOCK-C,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-001,Zheng 2025,Any PONV,Within 24 h postoperatively,ZHENG25_TEAS_vs_SHAM_PONV,42/43,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-002,Lu 2021,Any PONV,24 h,LU21_COMB_vs_SHAM_PONV24,190/188,Low,Low,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-003,Xiong 2021,Any PONV,Within 48 h,XIONG21_TEAS_vs_CTRL_PONV48,31/31,Some concerns,Low,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-003,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-004,Xing 2022,PONV incidence,Postoperative,XING22_NTG_vs_NG_PONV,29/29,Some concerns,Some concerns,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-004,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-005,Zhou 2025,PONV incidence,POD1,ZHOU25_TEAS_vs_SHAM_PONV,48/49,Low,Low,Low,Some concerns,Some concerns,Some concerns,POD1 not explicitly 0–24 h.,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-005,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-006,Yang 2024,Postoperative nausea incidence,0-24 h,YANG24_EA_vs_UC_NAUSEA24,90/90,Low,Low,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-006,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-007,Ma 2026,Nausea,24 h,MA26_T_vs_S_NAUSEA24,17/16,Some concerns,Some concerns,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-007,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-008,Luo 2026,Cumulative postoperative nausea,0-48 h,LUO26_TEAS_vs_SHAM_NAUSEA48,138/139,Low,Low,Low,High,Some concerns,High,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-008,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-009,Yang 2024,Postoperative vomiting,0-24 h,YANG24_EA_vs_UC_VOMIT,90/90,Low,Low,Low,Some concerns,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-010,Ma 2026,Vomiting,24 h,MA26_T_vs_S_VOMIT24,17/16,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-010,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-D-011,Luo 2026,Cumulative postoperative vomiting,0-48 h,LUO26_TEAS_vs_SHAM_VOMIT48,138/139,Low,Low,Low,Some concerns,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#D-011,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-SZMIT21-POSTLOCK,Szmit 2021,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,SZMIT21_TEAS_vs_SHAM_NAUSEA24,24/24,Low,Low,Low,Low,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#SZMIT21-POSTLOCK,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-SONG20-POSTLOCK-D,Song 2020,Any PONV,0-24 h,SONG20_TEAS_vs_SHAM_PONV24,42/43,Low,Low,Low,Low,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#SONG20-POSTLOCK-D,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-GAO22-POSTLOCK-D,Gao 2022,Any PONV,0-24 h,GAO22_TEAS_vs_SHAM_PONV24,827/828,Some concerns,Low,Low,Low,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_D_ponv.csv#GAO22-POSTLOCK-D,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-001,Zhou 2025,Time to first flatus,Postoperative,ZHOU25_TEAS_vs_SHAM_FLATUS,48/49,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Time origin/ascertainment not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-002,Yang 2020,Time to first postoperative flatus,From surgery to first flatus,YANG20_EA_vs_UC,29/28,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,'Checked regularly'; exact reporter/time origin incomplete.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-003,Yang 2024,Time to first flatus,Postoperative,YANG24_EA_vs_UC_FLATUS,90/90,Low,Low,Low,High,Some concerns,High,Patient-recorded in open-label trial; High measurement bias.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-003,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-004,Xing 2022,Time to first flatus,Postoperative,XING22_NTG_vs_NG_FLATUS,29/29,Low,Some concerns,Low,Some concerns,Some concerns,Some concerns,Detection method/time origin incompletely described.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-004,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-006,Lu 2022,Time to first flatus,Postoperative,LU22_TEAS_vs_CTRL_FLATUS,47/47,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,6/100 post-randomization exclusions; ascertainment/time origin not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-006,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-E-007,Ng 2013,Time to first flatus,Postoperative,NG13_EA_vs_SHAM_FLATUS,55/55,Some concerns,Low,Low,Low,Low,Some concerns,Nonopaque envelope; exact flatus verification/time origin not explicit.,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-007,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-ZHANG18-POSTLOCK-E,Zhang 2018,Time to first flatus,Postoperative,ZHANG18_TEA_vs_SHAM_FLATUS,21/21,Some concerns,Some concerns,Low,Some concerns,Some concerns,Some concerns,,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#ZHANG18-POSTLOCK-E,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-001,Chen 2020,Total PCIA attempts over 48-h course,0-48 h,CHEN20_TEAS_vs_SHAM_PCAATT48,40/40,Low,Low,Low,High,Some concerns,High,Behavioral endpoint.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-001,Chen 2020,Effective PCIA attempts over 48-h course,0-48 h,CHEN20_TEAS_vs_SHAM_PCAEFF48,40/40,Low,Low,Low,High,Some concerns,High,Behavioral endpoint.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-001,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-002,He 2026 (hepatectomy/JIS),PCA attempts,24 h,HEJIS26_TEAS_vs_CTRL_PCAATT24,80/79,Low,Some concerns,Low,Low,Some concerns,Some concerns,Mixed sufentanil+oxycodone PCA.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-002,He 2026 (hepatectomy/JIS),Effective PCA deliveries,24 h,HEJIS26_TEAS_vs_CTRL_PCADELIV24,80/79,Low,Some concerns,Low,Low,Some concerns,Some concerns,Mixed sufentanil+oxycodone PCA.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-002,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-003,Ao 2021,Cumulative PCA solution consumption,48 h,AO21_TEAS_vs_SHAM_PCA48,32/33,Low,Some concerns,Some concerns,Some concerns,Some concerns,Some concerns,Preserve mL; weight-dependent sufentanil concentration.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-003,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-004,Liu 2021,PCA pump compressions,0-24 h,LIU21_TEAS_vs_CTRL_PCAPRESS24,50/50,Some concerns,Some concerns,Low,High,Some concerns,High,Unmasked behavioral endpoint.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-004,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-005,Long 2025,PCIA compression count,48 h,LONG25_TEAS_vs_CTRL_PCIAPRESS48,27/26,Some concerns,Some concerns,Some concerns,High,Some concerns,High,11.7% missing; masking unclear.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-005,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-006,Zheng 2025,Total PCIA button presses,Postoperative; exact pump duration NR,ZHENG25_TEAS_vs_SHAM_PCA_PRESS,42/43,Low,Some concerns,Low,Low,Some concerns,Some concerns,Exact cumulative window not stated.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-006,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-007,Jin 2023,Cumulative analgesic pump compressions,48 h,JIN23_2HZ_vs_SHAM_NAPC48,53/52,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,16/174 excluded; some due unsatisfying effects.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-007,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-007,Jin 2023,Cumulative analgesic pump compressions,48 h,JIN23_20100_vs_SHAM_NAPC48,53/52,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,16/174 excluded; some due unsatisfying effects.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-007,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-008,Lee 2011,Total PCA demands,0-24 h,LEE11_LOW_vs_SHAM_PCADEMAND24,10/12,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Direct active-vs-sham pairwise P values not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-008,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-008,Lee 2011,Total PCA demands,0-24 h,LEE11_HIGH_vs_SHAM_PCADEMAND24,12/12,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Direct active-vs-sham pairwise P values not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-008,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,PCA attempts,72 h,LU22_TEAS_vs_CTRL_PCAATTEMPT72,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,PCA attempts,48 h,LU22_TEAS_vs_CTRL_PCAATTEMPT48,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,Successful PCA deliveries,24 h,LU22_TEAS_vs_CTRL_PCADELIV24,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,Successful PCA deliveries,48 h,LU22_TEAS_vs_CTRL_PCADELIV48,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,Successful PCA deliveries,72 h,LU22_TEAS_vs_CTRL_PCADELIV72,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-009,Lu 2022,PCA attempts,24 h,LU22_TEAS_vs_CTRL_PCAATTEMPT24,47/47,Low,Some concerns,Some concerns,High,Some concerns,High,Patient blinding difficult; PCA drug/settings not reported.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-009,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
AF26-F-PCA-010,Yeh 2010,PCA button pushes,0-24 h,YEH10_AES_vs_SHAM_PCAPUSH24,33/30,Some concerns,Some concerns,Some concerns,Low,Some concerns,Some concerns,Potential overlap with Yeh2011.,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-PCA-010,NOT PRESENT IN CONSOLIDATED RECORD,,,,,,,,,,,,,,
