record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
V33-OD-0044,ZHANG23_TEAS_vs_SHAM_POUR,Zhang 2023,Urinary recovery,Postoperative urinary retention,Postoperative,postoperative,Events/total,TEAS,Sham,TEAS,Sham/no current,participants,922,916,,,,,75,104,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,Table 2 / POUR result,,-0.333432,0.144126,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0045,ZHANG23_TEAS_vs_SHAM_MME48,Zhang 2023,Postoperative opioid dose (native window/unit),Postoperative IV morphine-equivalent consumption,Within 48 h,within 48h,Median/IQR,TEAS,Sham,TEAS,Sham/no current,mg IV morphine-equivalent,922,916,,,,,,,NARRATIVE ONLY,Median and original dispersion preserved; no mean/SD conversion or MD pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,Table 1 / postoperative opioid-equivalent result,,,,,,1,,,Median and original dispersion preserved; no mean/SD conversion or MD pooling.
V33-OD-0046,ZHANG23_TEAS_vs_SHAM_OPIOID24,Zhang 2023,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS,Sham/no current,mg IV morphine-equivalent,922,916,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1LXNXNhVJaOcYXBODulFUuMD4FQXC5dph/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0047,ZHANG14_TEAS_vs_SHAM_RR,Zhang 2014,Functional recovery — PACU,Recovery-room stay,Recovery-room discharge,recovery-room discharge,Mean/SD,TEAS,Sham,Preoperative TEAS,Sham/no current,minutes,33,32,35.6,12.9,48.3,16.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Primary outcome / recovery-room stay,,-12.7,3.653155,MD,Native MD; no pooled interpretation without compatible model.,1,-0.85526,0.25919,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0048,ZHANG14_TEAS_vs_SHAM_REMI,Zhang 2014,Intraoperative opioid,Remifentanil consumption rate,Intraoperative,intraoperative,Mean/SD,TEAS,Sham,Preoperative TEAS,Sham/no current,µg/kg/min,33,32,0.06,0.02,0.09,0.03,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Table 2 / intraoperative remifentanil,,-0.03,0.006344,MD,Native MD; no pooled interpretation without compatible model.,1,-1.166198,0.268356,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0049,ZHANG14_TEAS_vs_SHAM_NAUSEA,Zhang 2014,Nausea,Postoperative nausea,Postoperative,postoperative,Events/total,TEAS,Sham,Preoperative TEAS,Sham/no current,participants,33,32,,,,,7,15,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Table 3 / postoperative side effects,,-0.792912,0.38467,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0050,ZHANG14_TEAS_vs_SHAM_VOMIT,Zhang 2014,Vomiting,Postoperative vomiting,Postoperative,postoperative,Events/total,TEAS,Sham,Preoperative TEAS,Sham/no current,participants,33,32,,,,,4,11,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Table 3 / postoperative side effects,,-1.042373,0.528541,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0051,ZHANG14_TEAS_vs_SHAM_OPIOID24,Zhang 2014,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,Sham,Preoperative TEAS,Sham/no current,mg/µg,33,32,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1lws1zFpIE-wbLY8X9ewYyTuIP-WySa-c/view?usp=drivesdk,Postoperative analgesic section,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0053,YANG24_EA_vs_UC_FLATUS,Yang 2024,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,EA,Usual care,Perioperative EA + usual care,Usual care,hours,90,90,15.4,3.2,17,3.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,Table 2 / primary first-flatus outcome,,-1.6,0.515644,MD,Native MD; no pooled interpretation without compatible model.,1,-0.460604,0.151035,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0055,YANG24_EA_vs_UC_VOMIT,Yang 2024,Vomiting,Postoperative vomiting,Within 72 h,within 72h,Events/total,EA,Usual care,Perioperative EA + usual care,Usual care,participants,90,90,,,,,12,25,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/160N3psd5tLEphwXHJzUEZ3uJfaIXcs5V/view?usp=drivesdk,Secondary outcomes / PONV,,-0.733969,0.31798,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0056,XIONG21_TEAS_vs_CTRL_PONV48,Xiong 2021,PONV composite,Any PONV,Within 48 h,within 48h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,participants,31,31,,,,,13,24,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Abstract / 48-h PONV result,,-0.613104,0.232537,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0057,XIONG21_TEAS_vs_CTRL_CIPONV,Xiong 2021,PONV composite,Clinically important PONV,Within 48 h,within 48h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,participants,31,31,,,,,5,15,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Abstract / clinically important PONV,,-1.098612,0.449612,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0058,XIONG21_TEAS_vs_CTRL_RESCUEAE,Xiong 2021,Rescue antiemetic,Any rescue antiemetic medication,Within 48 h,within 48h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,participants,31,31,,,,,9,18,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Abstract / rescue antiemetic result,,-0.693147,0.31961,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0059,XIONG21_TEAS_vs_CTRL_POSTOPMME,Xiong 2021,Postoperative opioid dose (native window/unit),Postoperative opioid consumption,Postoperative window unclear,AMBIGUOUS,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,mg morphine-equivalent/kg,31,31,0.6,0.2,0.6,0.1,,,HOLD,"Unresolved source statistic, denominator or timepoint.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Table 1 / postoperative opioid consumption,,,,,,1,,,"Unresolved source statistic, denominator or timepoint."
V33-OD-0060,XIONG21_TEAS_vs_CTRL_OPIOID24,Xiong 2021,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid dose,0-24 h,0-24h,Not reported,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,TEAS + dexamethasone + tropisetron,Dexamethasone + tropisetron,mg morphine-equivalent/kg,31,31,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1sNaquYeWpsts7_e3XYP9c0CwM-tbQS6T/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0062,XING22_NTG_vs_NG_FLATUS,Xing 2022,GI — first flatus,Time to first flatus,Postoperative,postoperative,Mean/SD,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,hours,29,29,32.57,6.94,36.83,6.19,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,Postoperative recovery results,,-4.26,1.726864,MD,Native MD; no pooled interpretation without compatible model.,1,-0.639124,0.269234,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0063,XING22_NTG_vs_NG_PONV,Xing 2022,PONV composite,PONV incidence,Postoperative,postoperative,Events/total,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,participants,29,29,,,,,5,11,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,Postoperative complications,,-0.788457,0.471109,logRR,Uncorrected log risk ratio,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0064,XING22_NTG_vs_NG_RESTVAS24,Xing 2022,Pain — rest,Rest pain VAS,24 h,24 h point,Mean/SD,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,VAS 0-10,29,29,1.18,0.42,1.4,0.52,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,24-h pain result,,-0.22,0.124125,MD,Native MD; no pooled interpretation without compatible model.,1,-0.459197,0.266051,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0065,XING22_NTG_vs_NG_PRESS,Xing 2022,PCA/PCIA button presses,PCIA pump press count,48-h / 2-day PCIA period,48-h / 2-day pcia period,Mean/SD,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,presses,29,29,6.55,3.19,9.97,3.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,Table 3 / PCIA press count,,-3.42,0.92132,MD,Native MD; no pooled interpretation without compatible model.,1,-0.961721,0.277379,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0066,XING22_NTG_vs_NG_OPIOID24,Xing 2022,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil delivered,0-24 h,0-24h,Not reported,TEAS,Sham,TEAS + active TAPB,Sham TEAS + active TAPB,µg sufentanil,29,29,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1h3IGpQ56nSh7H16xBEVyTzCBkWOXRSxK/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0067,XIE14_EAS_vs_SHAM_TOTALSUF,Xie 2014,Postoperative opioid dose (native window/unit),Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,AMBIGUOUS,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,µg sufentanil,20,20,115,6,133,7,,,HOLD,"Unresolved source statistic, denominator or timepoint.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / total sufentanil,,,,,,1,,,"Unresolved source statistic, denominator or timepoint."
V33-OD-0068,XIE14_EAS_vs_CONTROL_TOTALSUF,Xie 2014,Postoperative opioid dose (native window/unit),Total postoperative/perioperative sufentanil,Study PCA period; exact fixed window unclear,AMBIGUOUS,Mean/SD,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,Active EAS PC4/PC6,General-anesthesia control,µg sufentanil,20,20,115,6,134,5.9,,,HOLD,"Unresolved source statistic, denominator or timepoint.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / total sufentanil,,,,,,1,,,"Unresolved source statistic, denominator or timepoint."
V33-OD-0069,XIE14_EAS_vs_SHAM_PCADEMAND,Xie 2014,Postoperative opioid dose (native window/unit),Patient-controlled analgesia demand count,Study PCA period,study pca period,Mean/SD,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,demands,20,20,16,3,43,3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Table 2 / patient demand,,-27,0.948683,MD,Native MD; no pooled interpretation without compatible model.,1,-8.821192,1.035697,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0070,XIE14_EAS_vs_SHAM_OPIOID24,Xie 2014,Postoperative opioid dose (native window/unit),Exact cumulative postoperative sufentanil,0-24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,Sham,Active EAS PC4/PC6,Sham needling PC4/PC6,µg sufentanil,20,20,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/17faY_h0rMJTuhjPOC5PL_S59jYmHDPee/view?usp=drivesdk,Exact 24-h endpoint absent,,,,,,1,,,Accessed source does not supply the requested numerical result.
