result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
V33-OD-0072,Cumulative remifentanil,Intraoperative,WU22_PTEAS_vs_CTRL_REMI,Outcome-specific analyzed population,44.0,40.0,AF26-F-intra-006,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-006,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_TEAS_sham;intraop_remifentanil_TEAS_sham_without_Zheng2025
V33-OD-0073,Remifentanil dose index,Intraoperative,WU22_PTEAS_vs_CTRL_REMIINDEX,Outcome-specific analyzed population,44.0,40.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0074,Exact cumulative postoperative opioid consumption,0-24 h,WU22_PTEAS_vs_CTRL_OPIOID24,Outcome-specific analyzed population,44.0,40.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0075,VAS pain intensity,24 h,WU25_TEAS_vs_SHAM_VAS24,Outcome-specific analyzed population,50.0,50.0,CORRECTED-V34-020,LINKED EXISTING RESULT ASSESSMENT,High,Some concerns,Low,Some concerns,High,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row21,NOT INDEPENDENTLY DOCUMENTED,;pain24_unclassified_TEAS_sham
V33-OD-0076,Moderate-to-severe pain (VAS >4),Within 12 h,WU25_TEAS_vs_SHAM_MODPAIN12,Outcome-specific analyzed population,50.0,50.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0077,Sufentanil consumption,Intraoperative,WU25_TEAS_vs_SHAM_INTRAOPSUF,Outcome-specific analyzed population,50.0,50.0,AF26-F-exposure-007,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-exposure-007,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0078,Remifentanil consumption,Intraoperative,WU25_TEAS_vs_SHAM_INTRAOPREMI,Outcome-specific analyzed population,50.0,50.0,AF26-F-exposure-007,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-exposure-007,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_TEAS_sham;intraop_remifentanil_TEAS_sham_without_Zheng2025
V33-OD-0079,Exact postoperative opioid/MME consumption,0-24 h,WU25_TEAS_vs_SHAM_OPIOID24,Outcome-specific analyzed population,50.0,50.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0080,PSQI and AIS postoperative sleep quality,POD1,WANG23_TEAS_vs_SHAM_SLEEPD1,Outcome-specific analyzed population,40.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0081,Cumulative number of additional rescue-analgesia doses,0-72 h,WANG23_TEAS_vs_SHAM_RESCUEDOSE,Outcome-specific analyzed population,40.0,43.0,AF26-F-mixed/undefined-001,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-mixed/undefined-001,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0082,Time to first flatus,Postoperative,WANG23_TEAS_vs_SHAM_FLATUS,Outcome-specific analyzed population,40.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;flatus_TEAS_sham;flatus_TEAS_sham_SMD_sensitivity;flatus_TEAS_sham_without_Zheng2025
V33-OD-0083,Activity pain VAS,24 h,WANG23_TEAS_vs_SHAM_PAIN24,Outcome-specific analyzed population,40.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0084,Exact cumulative postoperative opioid dose,0-24 h,WANG23_TEAS_vs_SHAM_OPIOID24,Outcome-specific analyzed population,40.0,43.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0085,PONV incidence,6-12 h,WANG24_SNVP_ODT_vs_OD_PONV6_12,Outcome-specific analyzed population,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0086,PONV incidence,12-24 h,WANG24_SNVP_ODT_vs_OD_PONV12_24,Outcome-specific analyzed population,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0087,Any PONV over reported follow-up,0-36 h,WANG24_SNVP_ODT_vs_OD_TOTALPONV,Outcome-specific analyzed population,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0088,PONV incidence,0-2 h,WANG24_MNVP_ODT_vs_OD_PONV0_2,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0089,PONV incidence,2-6 h,WANG24_MNVP_ODT_vs_OD_PONV2_6,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0090,Any PONV over reported follow-up,0-36 h,WANG24_MNVP_ODT_vs_OD_TOTALPONV,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0091,Total sufentanil,Intraoperative,WANG24_SNVP_ODT_vs_OD_INTRAOPSUF,Outcome-specific analyzed population,33.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0092,Total sufentanil,Intraoperative,WANG24_MNVP_ODT_vs_OD_INTRAOPSUF,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0093,Postoperative opioid consumption,0-24 h,WANG24_POSTOP_OPIOID24,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0094,Vomiting incidence,2-6 h,TU24_TEAS_vs_SHAM_VOMIT2_6,Outcome-specific analyzed population,57.0,58.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0095,Vomiting incidence,6-24 h,TU24_TEAS_vs_SHAM_VOMIT6_24,Outcome-specific analyzed population,57.0,58.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0096,VAS pain intensity,6-24 h,TU24_TEAS_vs_SHAM_PAIN6_24,Outcome-specific analyzed population,57.0,58.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0097,Any rescue tramadol use,6–24 h,TU24_TEAS_vs_SHAM_TRAMADOL,Outcome-specific analyzed population,57.0,58.0,AF26-F-rescue-opioid-007,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-rescue-opioid-007,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0098,Cumulative rescue tramadol consumption,0-24 h,TU24_TEAS_vs_SHAM_OPIOID24,Outcome-specific analyzed population,57.0,58.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0099,Activity-evoked VAS,24 h,SUN17_TSS_vs_SSS_ACTIVITY24,Outcome-specific analyzed population,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0100,Activity-evoked VAS,24 h,SUN17_TTS_vs_SSS_ACTIVITY24,Outcome-specific analyzed population,91.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0101,Activity-evoked VAS,24 h,SUN17_TST_vs_SSS_ACTIVITY24,Outcome-specific analyzed population,89.0,90.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0102,Supplemental flurbiprofen axetil requirement,Within 48 h,SUN17_TSS_vs_SSS_NSAID48,Outcome-specific analyzed population,91.0,90.0,AF26-F-rescue-nonopioid-003,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-rescue-nonopioid-003,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0103,Supplemental flurbiprofen axetil requirement,Within 48 h,SUN17_TTS_vs_SSS_NSAID48,Outcome-specific analyzed population,91.0,90.0,AF26-F-rescue-nonopioid-003,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-rescue-nonopioid-003,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0104,Supplemental flurbiprofen axetil requirement,Within 48 h,SUN17_TST_vs_SSS_NSAID48,Outcome-specific analyzed population,89.0,90.0,AF26-F-rescue-nonopioid-003,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-rescue-nonopioid-003,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0105,Author-defined intraoperative morphine-equivalent exposure,Intraoperative,SUN17_INTRAOP_MORPH_EQUIV,Outcome-specific analyzed population,91.0,90.0,AF26-F-exposure-005,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-exposure-005,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0106,Postoperative opioid consumption,0-24 h,SUN17_POSTOP_OPIOID24,Outcome-specific analyzed population,,,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0107,Cumulative postoperative IV PCA morphine,0-24 h,SIM02_PREOP_vs_PLACEBO_MORPH24,Outcome-specific analyzed population,30.0,30.0,CORRECTED-V34-025,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row26,NOT INDEPENDENTLY DOCUMENTED,;opioid24_EA_sham_weight_normalized
V33-OD-0108,Cumulative postoperative IV PCA morphine,0-24 h,SIM02_POSTOP_vs_PLACEBO_MORPH24,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;opioid24_EA_sham_weight_normalized
V33-OD-0109,Postoperative IV PCA morphine,6-12 h,SIM02_PREOP_vs_PLACEBO_MORPH6_12,Outcome-specific analyzed population,30.0,30.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0110,Alfentanil requirement rate,Intraoperative,SIM02_PREOP_vs_PLACEBO_ALFENT,Outcome-specific analyzed population,30.0,30.0,AF26-F-intra-005,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-intra-005,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0111,Total tramadol exposure,Perioperative / first 24 h most consistent with protocol; table does not restate window,NTRI14_EA_vs_SHAM_TRAMSUM,Outcome-specific analyzed population,35.0,35.0,CORRECTED-V34-026,LINKED EXISTING RESULT ASSESSMENT,High,Some concerns,Low,High,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row27,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0112,Remifentanil consumption,Intraoperative,NTRI14_EA_vs_SHAM_REMI,Outcome-specific analyzed population,35.0,35.0,AF26-F-exposure-004,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Some concerns,Low,Low,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-exposure-004,NOT INDEPENDENTLY DOCUMENTED,;intraop_remifentanil_EA_sham
V33-OD-0113,Total rescue analgesia,First 24 h,NTRI14_EA_vs_SHAM_RESCUE,Outcome-specific analyzed population,35.0,35.0,AF26-F-rescue-opioid-005,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Low,Some concerns,Some concerns,Some concerns,Some concerns,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_F_exploratory.csv#F-rescue-opioid-005,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0114,Complete 24-h opioid/MME exposure,0-24 h,NTRI14_EA_vs_SHAM_MME24,Outcome-specific analyzed population,35.0,35.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0115,Time to first bowel motion / defecation,Postoperative,NG13_EA_vs_SHAM_BOWEL,Outcome-specific analyzed population,55.0,55.0,CORRECTED-V34-027,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Low,Some concerns,Exact result applicability manually mapped to latest consolidated corrected record; supersedes legacy selector.,,v34 master: Corrected_RoB2 row28,NOT INDEPENDENTLY DOCUMENTED,;defecation_EA_sham
V33-OD-0116,Time to first bowel motion / defecation,Postoperative,NG13_EA_vs_NOACU_BOWEL,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;defecation_EA_usual
V33-OD-0117,Time to first flatus,Postoperative,NG13_EA_vs_SHAM_FLATUS,Outcome-specific analyzed population,55.0,55.0,AF26-E-007,LINKED EXISTING RESULT ASSESSMENT,Some concerns,Some concerns,Low,Low,Low,Low,Exact source contrast and outcome statistics/population match to existing AF result assessment.,,06_FINAL_ANALYSIS_V26/01_DATA/target_E_flatus.csv#E-007,NOT INDEPENDENTLY DOCUMENTED,;flatus_EA_sham;flatus_EA_sham_SMD_sensitivity
V33-OD-0118,VAS pain intensity,POD1,NG13_EA_vs_SHAM_PAINPOD1,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;pain24_Ng_unspecified
V33-OD-0119,Number of postoperative pethidine injections,Postoperative; exact window NR,NG13_EA_vs_SHAM_PETHCOUNT,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
V33-OD-0120,Cumulative pethidine consumption,0-24 h,NG13_EA_vs_SHAM_OPIOID24,Outcome-specific analyzed population,55.0,55.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
